@RELATION auto-sklearn_FEATURE_VALUES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC

@DATA
profb,1.0,0.8961958043568364,0.6873614190687362,0.5,0.31263858093126384,0.18736141906873616,0.019955654101995565,50.111111111111114,85.21121076233185,24.81275410283207,-1.48338997292351,18.358850143841178,-3.914242762166459,3.914242762166459,2.1972245773362196,6.111467339502679,4.0,2.0,9.0,2.0,451.0,445.0,801.0,5.0,0.2222222222222222,0.9866962305986696,0.1973392461197339,0.8,1.25,9.338694275022172,4.615901215108273,-3.9809386777065074,2.321702662612291,28.0,15.25,1.0,12.794041581923986,61.0
puma32h,1.0,0.9996722349091195,0.5106576789943523,0.5,0.4893423210056477,0.010657678994352326,0.005829841501184187,171.53125,-1.166994333267212,-1.1966125443577766,-1.2248785495758057,0.015814908209271714,-5.1447654657501625,5.1447654657501625,3.4657359027997265,8.610501368549889,0.0,2.0,32.0,0.0,5489.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.04202616587281227,0.0009222433636750793,-0.02785256691277027,0.015949568520565133,0.0,0.0,0.0,0.0,0.0
puma8nh,1.0,0.9999971030317016,0.501002004008016,0.5,0.49899799599198397,0.0010020040080160053,0.0014574603752960467,686.125,-1.1829525232315063,-1.196894571185112,-1.212108850479126,0.008263880029020867,-6.531059826870053,6.531059826870053,2.0794415416798357,8.610501368549889,0.0,2.0,8.0,0.0,5489.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04570005461573601,-0.0064552060212008655,-0.031133590266108513,0.021604194896195243,0.0,0.0,0.0,0.0,0.0
qsar-biodeg,1.0,0.9201702027239149,0.6647807637906648,0.5,0.3352192362093352,0.16478076379066478,0.05799151343705799,17.24390243902439,585.4510498046875,41.48030315044416,-0.2529125213623047,95.17568446650067,-2.847458599192265,2.8474585991922647,3.713572066704308,6.561030665896573,0.0,2.0,41.0,0.0,707.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,23.23834228515625,3.8326471032711065,-1.5003634691238403,4.5083877644327695,0.0,0.0,0.0,0.0,0.0
quake,1.0,0.9915354501600642,0.5541095890410959,0.5,0.4458904109589041,0.05410958904109589,0.002054794520547945,486.6666666666667,11.286622047424316,3.2230947812398276,-0.8405795097351074,5.70183434048272,-6.187579426034272,6.187579426034272,1.0986122886681098,7.286191714702382,0.0,2.0,3.0,0.0,1460.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.3211071491241455,0.8455618818600973,-0.8466188311576843,1.7893630114868855,0.0,0.0,0.0,0.0,0.0
ringnorm,1.0,0.9998393017810485,0.5074626865671642,0.5,0.4925373134328358,0.007462686567164201,0.004033884630899556,247.9,1.9309582710266113,1.5332300662994385,1.3253521919250488,0.13647900129618118,-5.513025439041145,5.513025439041145,2.995732273553991,8.508757712595136,0.0,2.0,20.0,0.0,4958.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,-0.1076231524348259,-0.23315090499818325,-0.33683285117149353,0.052567253463639066,0.0,0.0,0.0,0.0,0.0
rl,1.0,0.45478116925051854,0.9044337784536426,0.5,0.09556622154635745,0.40443377845364253,0.0010454783063251437,956.5,871.792808490731,46.38311781099958,-3.0,84.89328620155209,-6.863280788880307,6.863280788880307,3.091042453358316,9.954323242238624,14.0,2.0,22.0,6.0,21043.0,11518.0,19947.0,8.0,0.2727272727272727,0.5473554151024094,0.04308709871129678,1.75,0.5714285714285714,29.55998661181583,5.401923098475734,-6.079101787256127,4.345656886513811,2339.0,492.35714285714283,1.0,722.049029512822,6893.0
rmftsa_ladata,1.0,0.9967158633163273,0.533724340175953,0.5,0.4662756598240469,0.03372434017595308,0.02932551319648094,34.1,7.981929779052734,1.1957274112535727,-0.4223024845123291,2.3379192258940225,-3.529297384289471,3.529297384289471,2.302585092994046,5.831882477283517,0.0,2.0,10.0,0.0,341.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.264752149581909,0.7699063733220101,-0.5277696847915649,0.6739423851204617,0.0,0.0,0.0,0.0,0.0
run_or_walk_information,1.0,0.9999985552148284,0.500707618694612,0.5,0.499292381305388,0.000707618694612,0.00010108838494456986,9892.333333333334,9.504721224870783,2.973507005576342,-0.2030007355211807,3.5002831176169513,-9.19951532533735,9.19951532533735,1.791759469228055,10.991274794565404,0.0,2.0,6.0,0.0,59354.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09359193593263626,-0.7559046279639006,-3.2011075019836426,1.152814609794273,0.0,0.0,0.0,0.0,0.0
satellite,1.0,0.11367465183136695,0.9847819724904887,0.5,0.015218027509511267,0.4847819724904887,0.010535557506584723,94.91666666666667,0.2617781162261963,-0.43809168768828777,-1.0069462060928345,0.4223055776287543,-4.552999313659182,4.552999313659182,3.58351893845611,8.136518252115291,0.0,2.0,36.0,0.0,3417.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.11863531917333603,-0.09970892696744865,-0.416835218667984,0.18204315127633663,0.0,0.0,0.0,0.0,0.0
satimage,1.0,2.484414522365837,0.2364817823160826,0.16666666666666666,0.10164771408679509,0.06161590379832766,0.008354606637270829,119.69444444444444,1.3040542602539062,-0.13356557157304552,-0.9316062927246094,0.8491372553780737,-4.784942199159728,4.784942199159728,3.58351893845611,8.368461137615839,0.0,6.0,36.0,0.0,4309.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.9143713712692261,0.0395210435316484,-0.6933404803276062,0.5607229881852779,0.0,0.0,0.0,0.0,0.0
semeion,1.0,3.3208751934243548,0.10486891385767791,0.1,0.09363295880149813,0.003810297743328803,0.2397003745318352,4.171875,22.422517776489258,-0.9225467168815645,-1.9997756481170654,1.9352856443240884,-1.4283655750405777,1.4283655750405777,5.545177444479562,6.97354301952014,0.0,10.0,256.0,0.0,1068.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,4.94191312789917,0.8186543448100565,-0.6194983720779419,0.6381679017395948,0.0,0.0,0.0,0.0,0.0
sensory,1.0,0.9825001284030712,0.5777202072538861,0.5,0.422279792746114,0.07772020725388604,0.02849740932642487,35.09090909090909,1.7228010159125056,-0.7841048542016763,-1.9990332975295384,1.055099276952362,-3.5579420966664603,3.5579420966664603,2.3978952727983707,5.955837369464831,11.0,2.0,11.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92945614511253,0.930274160643709,-0.04145968249040012,0.5920178475662422,6.0,3.272727272727273,2.0,1.2128785512842122,36.0
skin-segmentation,1.0,0.7378736147990802,0.7918800894091566,0.5,0.20811991059084348,0.29188008940915655,1.8271625991997027e-05,54729.666666666664,-0.5975548261535093,-0.7926032911766772,-0.9140236377716064,0.13929334047064063,-10.910161193614513,10.910161193614513,1.0986122886681098,12.008773482282624,0.0,2.0,3.0,0.0,164189.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.039879728108644485,-0.3348021370669206,-0.6223916411399841,0.2378660138627058,0.0,0.0,0.0,0.0,0.0
socmob,1.0,0.7589877064823829,0.7806451612903226,0.5,0.21935483870967742,0.2806451612903226,0.0064516129032258064,155.0,34.6157861907555,11.285726905167703,-1.9985009993337775,5.850775584316327,-5.043425116919247,5.043425116919247,1.6094379124341003,6.652863029353347,4.0,2.0,5.0,0.0,775.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.25,5.170062934854295,3.4098735883140034,-0.06454972243679008,1.1853251876450355,17.0,9.5,2.0,7.5,38.0
soybean,1.0,3.85740709847204,0.1331877729257642,0.05263157894736842,0.010917030567685589,0.04171628949654732,0.07641921397379912,13.085714285714285,453.0021881838075,12.909424076441473,-1.999694871941568,55.829627449301285,-2.5715211226247714,2.5715211226247714,3.5553480614894135,6.126869184114185,35.0,19.0,35.0,34.0,458.0,85.0,1648.0,0.0,0.9714285714285714,0.185589519650655,0.10280723643169058,0.0,0.0,21.330780299459455,2.151695763729214,-3.3745543959005926,3.2061861169918426,7.0,2.8285714285714287,2.0,1.0277774713488543,99.0
space_ga,1.0,0.9999573982604353,0.5038424591738713,0.5,0.49615754082612873,0.003842459173871271,0.002881844380403458,347.0,11.545633316040039,2.4406032164891562,0.2481217384338379,4.075674000778906,-5.849324779946859,5.849324779946859,1.791759469228055,7.641084249174914,0.0,2.0,6.0,0.0,2082.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5907859802246094,-0.0036333600680033364,-1.272517204284668,0.7179506662559559,0.0,0.0,0.0,0.0,0.0
spambase,1.0,0.9689823362153731,0.6033084657800843,0.5,0.39669153421991565,0.10330846578008435,0.018488485241647746,54.08771929824562,1761.5592041015625,239.97130367450595,3.908308982849121,329.4159583335034,-3.9906071600516,3.9906071600516,4.04305126783455,8.03365842788615,0.0,2.0,57.0,0.0,3083.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,38.266456604003906,11.191651637094063,1.4901201725006104,7.60813508060711,0.0,0.0,0.0,0.0,0.0
speeddating,1.0,0.6530466155568211,0.8320270751692198,0.5,0.1679729248307802,0.3320270751692198,0.021375133594584966,46.78333333333333,309.3081866894418,6.574296109635655,-1.9999979693485859,26.86240398649489,-3.845527014139782,3.845527014139782,4.787491742782046,8.633018756921828,61.0,2.0,120.0,60.0,5614.0,4916.0,12476.0,59.0,0.5,0.8756679729248308,0.01851917824486403,1.0338983050847457,0.9672131147540983,13.997466088409407,1.3152914324298124,-2.3122164113011587,2.4113470479877037,259.0,7.229508196721311,2.0,32.506439938311416,441.0
splice,1.0,1.4843781286372952,0.5149672591206735,0.3333333333333333,0.24134705332086062,0.12843812920420758,0.02806361085126286,35.63333333333333,2133.0004679457197,303.8404403455457,-1.9999964997024748,725.0456526575853,-3.5732815293628897,3.5732815293628897,4.0943445622221,7.6676260915849905,60.0,3.0,60.0,0.0,2138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.20606527227483,7.86698325070152,-0.3046915370905695,15.618931297586517,5.0,4.75,4.0,0.4330127018922193,285.0
spoken-arabic-digit,1.0,3.321915599696736,0.10090031862661723,0.1,0.09938655871914368,0.0004163430157281074,7.937317866902519e-05,12598.714285714286,1.65195472859795,-0.07310433607005061,-1.9998368024631539,0.752438902608426,-9.441350046916725,9.441350046916725,2.6390573296152584,12.080407376531983,0.0,10.0,14.0,0.0,176382.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.2021292895078659,-0.153095631103497,-0.7445933818817139,0.2595973746130973,0.0,0.0,0.0,0.0,0.0
steel-plates-fault,1.0,0.9443547030267275,0.6379707916986933,0.5,0.3620292083013067,0.1379707916986933,0.02536510376633359,39.42424242424242,30.96304702758789,5.229958094222913,-1.8830041885375977,9.159290860687747,-3.674380917046025,3.674380917046025,3.4965075614664802,7.170888478512505,0.0,2.0,33.0,0.0,1301.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,5.591684341430664,1.5151810998266393,-0.8763390183448792,1.68213778251707,0.0,0.0,0.0,0.0,0.0
stock,1.0,0.9975649179752163,0.5290423861852434,0.5,0.47095761381475665,0.029042386185243352,0.0141287284144427,70.77777777777777,-0.08871078491210938,-0.7892051935195923,-1.2717610597610474,0.40523179635535694,-4.259545078235944,4.259545078235944,2.1972245773362196,6.456769655572163,0.0,2.0,9.0,0.0,637.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.7399179339408875,-0.032605528003639646,-0.6237466335296631,0.4504486202772485,0.0,0.0,0.0,0.0,0.0
strikes,1.0,0.9996671604571993,0.5107398568019093,0.5,0.4892601431980907,0.010739856801909281,0.014319809069212411,69.83333333333333,69.15138244628906,11.643042206764221,-1.189485788345337,25.742925468020573,-4.246111450694083,4.246111450694083,1.791759469228055,6.037870919922137,0.0,2.0,6.0,0.0,419.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.008864879608154,1.5442614556911092,-0.19444938004016876,2.512846222484901,0.0,0.0,0.0,0.0,0.0
svhn,1.0,3.2207023262856023,0.19044254705068847,0.1,0.06293969093860863,0.03936990979158927,0.04617882268053635,21.654947916666668,0.14278217726174258,-0.3944505245734864,-0.693274736404419,0.16180235606819732,-3.0752339695224675,3.075233969522468,8.030084094267563,11.10531806379003,0.0,10.0,3072.0,0.0,66524.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.5888563990592957,0.35084121385686257,0.1758694052696228,0.07603219418539701,0.0,0.0,0.0,0.0,0.0
synthetic_control,1.0,2.581193579696117,0.17661691542288557,0.16666666666666666,0.1417910447761194,0.01184316488978914,0.14925373134328357,6.7,0.4339029788970947,-0.5853543589053516,-1.2196773290634155,0.5499189150593691,-1.9021075263969205,1.9021075263969205,4.0943445622221,5.996452088619021,0.0,6.0,60.0,0.0,402.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.8857191205024719,0.04250261604320258,-0.7129202485084534,0.27630623273833665,0.0,0.0,0.0,0.0,0.0
tamilnadu-electricity,1.0,4.244951695995759,0.06513659777009846,0.05,0.02930820890656582,0.01581628243214722,6.520179956966813e-05,15337.0,-1.1904042959213257,-1.1961590647697449,-1.201913833618164,0.0057547688484191895,-9.638023488650779,9.638023488650779,0.6931471805599453,10.331170669210724,0.0,20.0,2.0,0.0,30674.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0032134565990418196,-0.0028546351240947843,-0.008922726847231388,0.006068091723136604,0.0,0.0,0.0,0.0,0.0
texture,1.0,3.4586061955142235,0.0955223880597015,0.09090909090909091,0.08602442333785618,0.0030658416445848726,0.010854816824966078,92.125,10.618268966674805,1.0731605798006059,-1.0992326736450195,3.2815875065026363,-4.523146350509501,4.523146350509501,3.6888794541139363,8.212025804623437,0.0,11.0,40.0,0.0,3685.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.5787556171417236,0.2691478226566687,-1.1308186054229736,0.9097771573262121,0.0,0.0,0.0,0.0,0.0
tic-tac-toe,1.0,0.9135518885481329,0.6713395638629284,0.5,0.32866043613707163,0.17133956386292837,0.014018691588785047,71.33333333333333,1.366385473262798,-1.2297948061477382,-1.9912464985994403,0.8312315899327483,-4.267363726353742,4.267363726353742,2.1972245773362196,6.464588303689961,9.0,2.0,9.0,0.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8347712318604728,0.7545623487872367,0.09356014857064016,0.4481527146464142,3.0,3.0,3.0,0.0,27.0
titanic,1.0,0.9036426705032128,0.680677966101695,0.5,0.3193220338983051,0.1806779661016949,0.002033898305084746,491.6666666666667,13.727470224506565,4.3252465146802885,-0.7475664615631104,6.655299629659194,-6.197800980105811,6.197800980105811,1.0986122886681098,7.29641326877392,0.0,2.0,3.0,0.0,1475.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.9657859802246094,0.6176448265711466,-1.412740707397461,2.3853018309742926,0.0,0.0,0.0,0.0,0.0
tokyo1,1.0,0.9097771147528175,0.6749611197511665,0.5,0.3250388802488336,0.17496111975116643,0.06842923794712286,14.613636363636363,267.1105876826484,32.7415772525249,-3.0,52.09193325433055,-2.681955090319358,2.681955090319358,3.784189633918261,6.466144724237619,2.0,2.0,44.0,0.0,643.0,0.0,0.0,42.0,0.0,0.0,0.0,0.047619047619047616,21.0,15.883213067069075,3.9299035277331513,-0.22312471388744062,4.087787164008304,1.0,1.0,1.0,0.0,2.0
traffic_violations,1.0,1.236084533354092,0.4876930911560007,0.3333333333333333,0.05005516890171448,0.20057700835457254,0.00042437616703445936,2356.4,3884.046298973876,72.5530921964363,-1.9996417298824325,301.8177534579295,-7.764890309647532,7.764890309647532,2.995732273553991,10.760622583201524,19.0,3.0,20.0,7.0,47128.0,629.0,1488.0,1.0,0.35,0.013346630453233746,0.0015786793413681889,19.0,0.05263157894736842,26.465154614299582,5.729961287340205,-14.703896862785072,4.584937022002888,3051.0,413.89473684210526,2.0,803.9840856461644,7864.0
twonorm,1.0,0.9999323884709617,0.5048406615570795,0.5,0.49515933844292054,0.00484066155707949,0.004033884630899556,247.9,0.04207873344421387,-0.060049247741699216,-0.15761899948120117,0.05037977648468641,-5.513025439041145,5.513025439041145,2.995732273553991,8.508757712595136,0.0,2.0,20.0,0.0,4958.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.07060055434703827,0.01871069901390001,-0.03866676986217499,0.028014709840556862,0.0,0.0,0.0,0.0,0.0
umist_faces_cropped,1.0,4.273265167615596,0.09067357512953368,0.04999999999999999,0.031088082901554404,0.013338824520058034,26.694300518134714,0.0374611801242236,17.874785050724082,0.4380297660521095,-1.5170437097549438,2.345521246848256,3.284450078879304,-3.284450078879304,9.240287448344136,5.955837369464831,0.0,20.0,10304.0,0.0,386.0,0.0,0.0,10304.0,0.0,0.0,0.0,0.0,0.0,3.9669394493103027,0.4489283256737604,-1.2680435180664062,0.7939325088731548,0.0,0.0,0.0,0.0,0.0
usps,1.0,3.272868657910658,0.16757624398073837,0.1,0.07512038523274478,0.027523479999056685,0.041091492776886035,24.3359375,110.216796875,4.784714293915875,-1.5742943286895752,13.751385225400023,-3.1919541673019363,3.1919541673019363,5.545177444479562,8.737131611781498,0.0,10.0,256.0,0.0,6230.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,9.606731414794922,1.4672907930553265,-0.9637765884399414,1.7841596379539328,0.0,0.0,0.0,0.0,0.0
visualizing_soil,1.0,0.9947426192013179,0.5426597582037996,0.5,0.45734024179620036,0.042659758203799636,0.000690846286701209,1447.5,-0.012963588920861913,-0.6770135137264324,-1.2541082940683845,0.4457112329586683,-7.277593209447151,7.277593209447151,1.3862943611198906,8.663887570567042,1.0,2.0,4.0,0.0,5790.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3333333333333333,3.0,1.2182268308054987,0.15468673693883034,-1.2182268308054987,0.8016646962725861,2.0,2.0,2.0,0.0,2.0
volcanoes-a2,1.0,0.5860195170121796,0.9154411764705882,0.2,0.016544117647058824,0.3577295620360417,0.0027573529411764708,362.6666666666667,2.578979015350342,0.039478818575541176,-1.2446109056472778,1.795735979467943,-5.8934841387477785,5.8934841387477785,1.0986122886681098,6.992096427415888,0.0,5.0,3.0,0.0,1088.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.6085878610610962,0.5509899817407131,0.0111880823969841,0.7478885928082365,0.0,0.0,0.0,0.0,0.0
volcanoes-a3,1.0,0.6879985202947844,0.8960784313725491,0.2,0.020588235294117647,0.348050538341091,0.0029411764705882353,340.0,2.137200355529785,-0.09362272421518962,-1.237807273864746,1.577605061674979,-5.8289456176102075,5.8289456176102075,1.0986122886681098,6.927557906278317,0.0,5.0,3.0,0.0,1020.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.5522968769073486,0.5343000606323282,-0.003965574316680431,0.7202289955399807,0.0,0.0,0.0,0.0,0.0
volcanoes-a4,1.0,0.6387673885231965,0.905511811023622,0.19999999999999996,0.01968503937007874,0.35276963643833176,0.002952755905511811,338.6666666666667,2.414259433746338,-0.009002367655436197,-1.2302123308181763,1.7135227023177284,-5.825016339470317,5.825016339470317,1.0986122886681098,6.923628628138427,0.0,5.0,3.0,0.0,1016.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.5771206617355347,0.5271771481881539,-0.020045729354023933,0.7426444409925107,0.0,0.0,0.0,0.0,0.0
volcanoes-b1,1.0,0.307101723816153,0.9603989439718392,0.2,0.0026400704018773834,0.38024655054165635,0.00044001173364623054,2272.6666666666665,9.281038284301758,2.3077808221181235,-1.1823419332504272,4.930838463765937,-7.7287091640297385,7.7287091640297385,1.0986122886681098,8.827321452697849,0.0,5.0,3.0,0.0,6818.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.6273679733276367,0.528908325980107,-0.022490954026579857,0.7767302853109845,0.0,0.0,0.0,0.0,0.0
volcanoes-b2,1.0,0.29101750815349514,0.9629266927811976,0.19999999999999998,0.002518186905428092,0.38150498886845363,0.00041969781757134864,2382.6666666666665,8.376399040222168,1.9976924657821655,-1.1918177604675293,4.510426675805956,-7.775975587611209,7.775975587611209,1.0986122886681098,8.87458787627932,0.0,5.0,3.0,0.0,7148.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.6760809421539307,0.5423457796374956,-0.03181607276201248,0.8016939442772029,0.0,0.0,0.0,0.0,0.0
volcanoes-b5,1.0,0.29902725087548837,0.9614522635589422,0.2,0.0023905572986702523,0.3807766059957621,0.00044822949350067237,2231.0,9.14702033996582,2.2692238489786782,-1.1701343059539795,4.863336552895414,-7.7102051944325325,7.7102051944325325,1.0986122886681098,8.808817483100642,0.0,5.0,3.0,0.0,6693.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.6359378099441528,0.5317469524840513,-0.022682948037981987,0.7807831696582619,0.0,0.0,0.0,0.0,0.0
volcanoes-b6,1.0,0.3029268839999499,0.9611078373600471,0.2,0.0029463759575721863,0.3805994939872231,0.00044195639363582795,2262.6666666666665,8.669336318969727,2.102439363797506,-1.192708969116211,4.643507194747114,-7.724299337686007,7.724299337686007,1.0986122886681098,8.822911626354117,0.0,5.0,3.0,0.0,6788.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.6292665004730225,0.5297199139992396,-0.027810197323560715,0.77752264279845,0.0,0.0,0.0,0.0,0.0
volcanoes-d1,1.0,0.39352788041137604,0.9471440750213129,0.2,0.005967604433077579,0.37362648399381765,0.0005115089514066496,1955.0,1.2372493743896484,-0.3848487138748169,-1.210985779762268,1.1470627138809546,-7.578145472419466,7.578145472419466,1.0986122886681098,8.676757761087575,0.0,5.0,3.0,0.0,5865.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.2343108654022217,0.4230232049400608,0.010632454417645931,0.5736934558612538,0.0,0.0,0.0,0.0,0.0
volcanoes-d4,1.0,0.41969970490086334,0.9429211933091912,0.19999999999999998,0.007242628039317123,0.37151918128535943,0.0005173305742369374,1933.0,1.3730425834655762,-0.33785680929819745,-1.1996828317642212,1.2097997648795489,-7.566828479208331,7.566828479208331,1.0986122886681098,8.66544076787644,0.0,5.0,3.0,0.0,5799.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.2416040897369385,0.41421889575819176,-0.018728261813521385,0.5852608720417789,0.0,0.0,0.0,0.0,0.0
volcanoes-e1,1.0,0.5932541665338935,0.9104665825977302,0.2,0.01008827238335435,0.3554296440927063,0.0037831021437578815,264.3333333333333,0.9703521728515625,-0.44806309541066486,-1.205263614654541,1.003736260827847,-5.5772109329667385,5.5772109329667385,1.0986122886681098,6.675823221634848,0.0,5.0,3.0,0.0,793.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.1923457384109497,0.36484866961836815,-0.13675302267074585,0.589509245896945,0.0,0.0,0.0,0.0,0.0
vowel,1.0,3.4571986676678828,0.0963855421686747,0.09090909090909091,0.08132530120481928,0.005026714060976403,0.018072289156626505,55.333333333333336,12.534387085925674,5.344185066758835,-1.9990925507490993,5.454349630981532,-4.013375499688434,4.013375499688434,2.4849066497880004,6.498282149476434,2.0,11.0,12.0,0.0,664.0,0.0,0.0,10.0,0.0,0.0,0.0,0.2,5.0,3.812399124688504,1.9662822431216762,-0.1478295093988899,1.7014932180832043,15.0,8.5,2.0,6.5,17.0
walking-activity,1.0,3.992354626842552,0.146342438507591,0.04545454545454545,0.005796927628356971,0.03949259311161838,3.997881123004808e-05,25013.25,2.1476065760596077,1.4719570787187288,0.3045189380645752,0.6973345081454226,-10.127160963449944,10.127160963449944,1.3862943611198906,11.513455324569835,0.0,22.0,4.0,0.0,100053.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.2135857343673706,0.3996680751442909,-0.3896799087524414,0.7616029272290122,0.0,0.0,0.0,0.0,0.0
wall-robot-navigation,1.0,1.7067919449664923,0.4105579868708972,0.25,0.05579868708971553,0.1492903085996621,0.006564551422319475,152.33333333333334,13.76956558227539,2.346758103856697,-1.6145207422400454,4.524616106763882,-5.026071102226095,5.026071102226095,3.1780538303479458,8.204124932574041,0.0,4.0,24.0,0.0,3656.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,3.779214382171631,1.5159542693678911,0.004355928860604763,1.065797785433833,0.0,0.0,0.0,0.0,0.0
water-treatment,1.0,0.6500224216483541,0.8333333333333334,0.5,0.16666666666666666,0.33333333333333337,0.1016949152542373,9.833333333333334,211.85331403679933,53.15124242095574,-3.0,27.898971989560692,-2.2857779746776643,2.2857779746776643,3.58351893845611,5.869296913133774,15.0,2.0,36.0,27.0,354.0,91.0,382.0,21.0,0.75,0.2570621468926554,0.02997489014438167,0.7142857142857143,1.4,13.444925575753192,6.694907927094214,-9.247238970169882,3.120824713100137,300.0,174.53333333333333,38.0,90.28020577931552,2618.0
waveform-5000,1.0,1.5848020546362838,0.3402985074626866,0.3333333333333333,0.328955223880597,0.004979102886844511,0.011940298507462687,83.75,0.1563401222229004,-0.1997902010038545,-0.6491208076477051,0.25231453648471464,-4.427836170705175,4.427836170705175,3.6888794541139363,8.116715624819111,0.0,3.0,40.0,0.0,3350.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.2738155126571655,0.03434438486583531,-0.2536594569683075,0.1211845243800216,0.0,0.0,0.0,0.0,0.0
