idx,adaboost:algorithm,adaboost:base_estimator,adaboost:learning_rate,adaboost:n_estimators,classifier,extra_trees:bootstrap,extra_trees:criterion,extra_trees:max_depth,extra_trees:max_features,extra_trees:min_samples_leaf,extra_trees:min_samples_split,extra_trees:n_estimators,gradient_boosting:learning_rate,gradient_boosting:max_depth,gradient_boosting:max_features,gradient_boosting:min_samples_leaf,gradient_boosting:min_samples_split,gradient_boosting:n_estimators,gradient_boosting:subsample,imputation:strategy,k_nearest_neighbors:algorithm,k_nearest_neighbors:leaf_size,k_nearest_neighbors:metric,k_nearest_neighbors:n_neighbors,k_nearest_neighbors:p,k_nearest_neighbors:weights,kitchen_sinks:gamma,kitchen_sinks:n_components,liblinear:C,liblinear:class_weight,liblinear:dual,liblinear:fit_intercept,liblinear:intercept_scaling,liblinear:loss,liblinear:multi_class,liblinear:penalty,liblinear:tol,libsvm_svc:C,libsvm_svc:class_weight,libsvm_svc:coef0,libsvm_svc:degree,libsvm_svc:gamma,libsvm_svc:kernel,libsvm_svc:max_iter,libsvm_svc:shrinking,libsvm_svc:tol,multinomial_nb:alpha,multinomial_nb:fit_prior,pca:keep_variance,pca:whiten,preprocessor,random_forest:bootstrap,random_forest:criterion,random_forest:max_depth,random_forest:max_features,random_forest:max_leaf_nodes,random_forest:min_samples_leaf,random_forest:min_samples_split,random_forest:n_estimators,random_trees_embedding:max_depth,random_trees_embedding:max_leaf_nodes,random_trees_embedding:min_samples_leaf,random_trees_embedding:min_samples_split,random_trees_embedding:n_estimators,rescaling:strategy,select_percentile_classification:percentile,select_percentile_classification:score_func,sgd:alpha,sgd:class_weight,sgd:epsilon,sgd:eta0,sgd:fit_intercept,sgd:l1_ratio,sgd:learning_rate,sgd:loss,sgd:n_iter,sgd:penalty,sgd:power_t,sparse_filtering:N,sparse_filtering:maxiter,truncatedSVD:target_dim
4167,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986935895182362,False,pca,,,,,,,,,,,,,,standard,,,0.0006991149499101923,None,,0.04019776777858843,True,,optimal,hinge,820,l2,,,,
4168,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,3.908659226422857,auto,False,True,1,l2,ovr,l2,1.7374263798306062e-05,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4169,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,4,None,1,18,85,min/max,,,0.0010558214227920474,auto,,0.0028682586656363874,True,,constant,hinge,951,l1,,,,
4170,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2223285747078113,False,,,select_percentile_classification,,,,,,,,,,,,,,min/max,82.5869506231419,f_classif,,,,,,,,,,,,,,
4171,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4172,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,0.345196669747287,5187,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,3.021092332776257e-07,None,,0.08284695462157574,True,0.15863433758438472,invscaling,hinge,113,elasticnet,0.4449257914980601,,,
4173,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,0.925158602400308,4534,0.03311069794799174,auto,False,True,1,l2,ovr,l2,0.0004153941291412439,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4174,SAMME.R,None,0.14698341874201265,18,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,18.920265040749335,f_classif,,,,,,,,,,,,,,
4175,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,4.818988895168363,None,False,True,1,l2,ovr,l2,0.00015763772001194446,,,,,,,,,,,,0.9876745975679908,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4176,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,74.70713439358597,None,0.5922190594666727,2,3.0615766183509177,poly,-1,True,0.03551713876315112,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,14.72023976048046,f_classif,,,,,,,,,,,,,,
4177,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4178,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,127.65140559218183,auto,False,True,1,l2,ovr,l2,0.03758781065913504,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,8,None,12,14,84,min/max,,,,,,,,,,,,,,,,
4179,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,15.52461966080496,f_classif,0.010874113652310533,auto,,0.0731230924534159,True,,invscaling,hinge,530,l2,0.8110982919065103,,,
4180,,,,,extra_trees,True,gini,None,4.981552358047379,3,14,100,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,16.10638086562065,f_classif,,,,,,,,,,,,,,
4181,SAMME.R,None,0.7957754422415508,33,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4182,,,,,gradient_boosting,,,,,,,,0.09632441958203411,6,2.8468048981363343,16,15,100,0.49496111325040953,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,76.2749991564424,chi2,,,,,,,,,,,,,,
4183,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,0.4539564311642744,1194,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4184,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,True,gini,None,1.585804505697511,None,5,13,100,,,,,,standard,80.13859943718583,f_classif,,,,,,,,,,,,,,
4185,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,95,1,uniform,,,,,,,,,,,,,,,,,,,,,,,0.9743070927432838,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4186,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,1,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4187,,,,,extra_trees,True,gini,None,1.593412509125789,9,18,100,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4188,,,,,multinomial_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14789254278877326,True,,,random_trees_embedding,,,,,,,,,2,None,7,7,98,min/max,,,,,,,,,,,,,,,,
4189,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,2978.751525345462,auto,,,0.00046945909635652197,rbf,-1,False,0.00018993221313524448,,,0.9844322985070058,True,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4190,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,0.04175046084278832,auto,False,True,1,l2,ovr,l2,0.0006356291890587204,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,1333,260,
4191,,,,,gradient_boosting,,,,,,,,0.3371602171715882,1,4.919063486383437,15,16,100,0.9616011614804941,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4192,SAMME.R,None,0.882664038436177,48,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9947247142229314,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4193,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,100,1,distance,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,14.137344956541797,f_classif,,,,,,,,,,,,,,
4194,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,23,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,2,None,6,16,32,standard,,,,,,,,,,,,,,,,
4195,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,1.4181839211758886e-05,auto,,0.06799013433209893,True,,invscaling,log,854,l2,0.6394490003230597,771,268,
4196,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,0.019755935892801498,None,0.0024784930065911803,0.04664947263705017,True,,optimal,modified_huber,910,l1,,,,
4197,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,0.8919526172113261,auto,0.0,2,0.5832485202181387,poly,-1,False,0.00020374604353910977,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4198,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,15.047644214524327,f_classif,,,,,,,,,,,,,,
4199,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,2564.840471507239,auto,,,0.012522958078484163,rbf,-1,True,0.07602323113780816,,,,,random_trees_embedding,,,,,,,,,8,None,11,11,100,standard,,,,,,,,,,,,,,,,
4200,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,26.340422087652435,None,False,True,1,l2,ovr,l2,6.843505409956336e-05,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,14.406274151610786,f_classif,,,,,,,,,,,,,,
4201,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,66.08163323438433,False,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4202,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,1720,98,
4203,,,,,random_forest,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,True,entropy,None,3.9024733115044974,None,4,10,100,,,,,,min/max,,,,,,,,,,,,,,,,
4204,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,pca,,,,,,,,,,,,,,standard,,,2.2426447214848885e-05,auto,,0.02718679816168623,True,0.15,constant,hinge,12,elasticnet,,,,
4205,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,36.30406755916968,auto,False,True,1,l2,ovr,l2,0.0002582978667452599,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4206,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,8,None,12,9,90,standard,,,0.00018725055903002718,None,,0.00019894344812285,True,,constant,log,660,l1,,,,
4207,,,,,multinomial_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,66.72153568251076,False,,,select_percentile_classification,,,,,,,,,,,,,,min/max,72.3665098233502,f_classif,,,,,,,,,,,,,,
4208,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4209,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,0.7222279788651711,3970,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,5.256189940129872e-07,None,,0.002247770825901099,True,0.15863433758438472,constant,squared_hinge,991,elasticnet,,,,
4210,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,0.6639597848671119,1131,0.7207469045759236,auto,False,True,1,l2,ovr,l2,0.07701059828524309,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4211,SAMME.R,None,0.5135830898906,49,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.23771786315358,f_classif,,,,,,,,,,,,,,
4212,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,22.05805068069482,auto,False,True,1,l2,ovr,l2,0.023597229350295495,,,,,,,,,,,,0.9868872048566111,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4213,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,244.5705655905197,auto,,,0.05077340466460952,rbf,-1,False,0.004663708315031941,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,87.10254938145997,f_classif,,,,,,,,,,,,,,
4214,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4215,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,0.032538800315504414,auto,False,True,1,l2,ovr,l2,0.0017598286364367813,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,5,None,3,7,96,min/max,,,,,,,,,,,,,,,,
4216,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.30498001943988,f_classif,2.3007657673403975e-05,auto,,0.06077857233777855,True,0.09141943386321638,optimal,hinge,334,elasticnet,,,,
4217,,,,,extra_trees,False,entropy,None,1.8254505481135577,2,6,100,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,75.02474291423125,chi2,,,,,,,,,,,,,,
4218,SAMME.R,None,0.6034947555755463,49,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4219,,,,,gradient_boosting,,,,,,,,0.08225936025586335,4,3.8036236948987914,3,11,100,0.4571135628417267,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,71.81897023919139,f_classif,,,,,,,,,,,,,,
4220,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,0.3355013752625392,437,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4221,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,True,entropy,None,0.786146984892415,None,2,7,100,,,,,,standard,63.413267249045894,f_classif,,,,,,,,,,,,,,
4222,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,1,2,uniform,,,,,,,,,,,,,,,,,,,,,,,1.0,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4223,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,80,1,uniform,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4224,,,,,extra_trees,False,gini,None,4.454828862164708,3,8,100,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4225,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034196111390607895,False,,,random_trees_embedding,,,,,,,,,9,None,1,20,99,min/max,,,,,,,,,,,,,,,,
4226,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,0.299283548988969,auto,0.5910919193883379,3,0.035557585762612136,poly,-1,True,0.0014981448054596858,,,0.9893128896569203,True,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4227,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,0.3518082501635213,None,False,True,1,l2,ovr,l2,0.08574544305665638,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,1018,338,
4228,,,,,gradient_boosting,,,,,,,,0.058182512064683035,8,3.021494018104944,1,6,100,0.6549717898294496,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4229,SAMME.R,None,0.6451195295202012,47,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9965241746538449,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4230,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,median,auto,30,minkowski,81,5,distance,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,40.716933166141914,chi2,,,,,,,,,,,,,,
4231,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,7,5,distance,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,2,None,8,3,30,min/max,,,,,,,,,,,,,,,,
4232,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,standard,,,0.005817915308745846,None,,0.08708756427936208,True,,optimal,hinge,860,l2,,152,274,
4233,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,7.235119341194745e-05,auto,,0.07046657301215602,True,,optimal,hinge,617,l1,,,,
4234,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,7.637169965279788,auto,0.5995664270895256,2,0.023647872364477008,poly,-1,False,0.040245221805577144,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4235,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,82.79640048062687,chi2,,,,,,,,,,,,,,
4236,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,31.237597579511625,auto,0.9281950067041518,1,0.0003686340489117511,poly,-1,False,0.0006598301535371624,,,,,random_trees_embedding,,,,,,,,,7,None,7,19,88,standard,,,,,,,,,,,,,,,,
4237,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,0.16014954498420522,auto,False,True,1,l2,ovr,l2,0.003262343957497591,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.82125554789124,f_classif,,,,,,,,,,,,,,
4238,,,,,multinomial_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5419578316490669,False,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4239,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,748,359,
4240,,,,,random_forest,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,True,entropy,None,0.7871280034127051,None,3,7,100,,,,,,standard,,,,,,,,,,,,,,,,
4241,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.990226702893342,False,pca,,,,,,,,,,,,,,standard,,,4.297448192141486e-05,auto,,0.07603185091333681,True,,optimal,hinge,567,l2,,,,
4242,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,75.23193584747557,auto,False,True,1,l2,ovr,l2,0.05196359740935569,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4243,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,7,None,15,10,84,min/max,,,1.097187313652461e-07,auto,,0.007389815583195816,True,0.9159543908478227,invscaling,squared_hinge,651,elasticnet,0.5312256857514486,,,
4244,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,0.772261387108129,False,,,select_percentile_classification,,,,,,,,,,,,,,min/max,88.99652723628228,f_classif,,,,,,,,,,,,,,
4245,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4246,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,0.4196639251792259,8957,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,9.237928176281604e-06,auto,,0.00012562334027880833,True,,optimal,log,672,l1,,,,
4247,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,0.5482763409431786,2771,5.993477945350521,auto,False,True,1,l2,ovr,l2,0.0017267396572637657,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4248,SAMME.R,None,0.5546364155631212,49,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,88.34738316362207,f_classif,,,,,,,,,,,,,,
4249,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,1.5595765494235758,auto,False,True,1,l2,ovr,l2,9.319034372304453e-05,,,,,,,,,,,,0.9575980175357334,True,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4250,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,25170.266143333673,auto,,,0.08196538833000479,rbf,-1,False,0.0949808815129633,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,10.775011185228305,chi2,,,,,,,,,,,,,,
4251,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4252,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,0.03457425998638452,auto,False,True,1,l2,ovr,l2,0.014851606632696069,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,2,None,13,3,95,min/max,,,,,,,,,,,,,,,,
4253,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,83.11834164195463,f_classif,3.387028112256256e-05,None,,0.058139061882524753,True,,constant,log,454,l2,,,,
4254,,,,,extra_trees,False,entropy,None,1.2845362688132063,3,12,100,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,12.679684387340018,f_classif,,,,,,,,,,,,,,
4255,SAMME.R,None,0.8923338213427038,47,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4256,,,,,gradient_boosting,,,,,,,,0.05445303274337804,8,1.7800658188152185,4,16,100,0.7892269501903536,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,12.178778324229745,f_classif,,,,,,,,,,,,,,
4257,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,1.036069322008737,7002,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4258,,,,,random_forest,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,True,gini,None,4.9269965435872525,None,2,7,100,,,,,,standard,10.63227238200298,f_classif,,,,,,,,,,,,,,
4259,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,84,1,uniform,,,,,,,,,,,,,,,,,,,,,,,0.5006370484591373,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4260,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,80,1,uniform,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4261,,,,,extra_trees,False,entropy,None,4.908044255131006,2,12,100,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4262,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99573359386241,True,,,random_trees_embedding,,,,,,,,,9,None,2,15,88,min/max,,,,,,,,,,,,,,,,
4263,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,12069.050170128745,auto,-0.934328465356647,4,3.381316589560454e-05,poly,-1,True,0.07713220048032013,,,0.9972411512629861,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4264,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,0.0843911319912048,auto,False,True,1,l2,ovr,l2,1.7875889649060923e-05,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,1925,370,
4265,,,,,gradient_boosting,,,,,,,,0.1179678037065197,8,4.267610256575159,5,5,100,0.9476700538671883,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4266,SAMME.R,None,0.24051420558381145,46,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5407514872796364,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4267,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,15,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,10.77006774638762,f_classif,,,,,,,,,,,,,,
