idx,adaboost:algorithm,adaboost:learning_rate,adaboost:max_depth,adaboost:n_estimators,balancing:strategy,bernoulli_nb:alpha,bernoulli_nb:fit_prior,classifier,decision_tree:criterion,decision_tree:max_depth,decision_tree:max_features,decision_tree:max_leaf_nodes,decision_tree:min_samples_leaf,decision_tree:min_samples_split,extra_trees:bootstrap,extra_trees:criterion,extra_trees:max_depth,extra_trees:max_features,extra_trees:min_samples_leaf,extra_trees:min_samples_split,extra_trees:n_estimators,extra_trees_preproc_for_classification:bootstrap,extra_trees_preproc_for_classification:criterion,extra_trees_preproc_for_classification:max_depth,extra_trees_preproc_for_classification:max_features,extra_trees_preproc_for_classification:min_samples_leaf,extra_trees_preproc_for_classification:min_samples_split,extra_trees_preproc_for_classification:n_estimators,fast_ica:algorithm,fast_ica:fun,fast_ica:n_components,fast_ica:whiten,feature_agglomeration:affinity,feature_agglomeration:linkage,feature_agglomeration:n_clusters,gem:N,gem:precond,gradient_boosting:learning_rate,gradient_boosting:max_depth,gradient_boosting:max_features,gradient_boosting:min_samples_leaf,gradient_boosting:min_samples_split,gradient_boosting:n_estimators,gradient_boosting:subsample,imputation:strategy,k_nearest_neighbors:algorithm,k_nearest_neighbors:leaf_size,k_nearest_neighbors:n_neighbors,k_nearest_neighbors:p,k_nearest_neighbors:weights,kernel_pca:coef0,kernel_pca:degree,kernel_pca:gamma,kernel_pca:kernel,kernel_pca:n_components,kitchen_sinks:gamma,kitchen_sinks:n_components,lda:n_components,lda:tol,liblinear_svc:C,liblinear_svc:class_weight,liblinear_svc:dual,liblinear_svc:fit_intercept,liblinear_svc:intercept_scaling,liblinear_svc:loss,liblinear_svc:multi_class,liblinear_svc:penalty,liblinear_svc:tol,liblinear_svc_preprocessor:C,liblinear_svc_preprocessor:class_weight,liblinear_svc_preprocessor:dual,liblinear_svc_preprocessor:fit_intercept,liblinear_svc_preprocessor:intercept_scaling,liblinear_svc_preprocessor:loss,liblinear_svc_preprocessor:multi_class,liblinear_svc_preprocessor:penalty,liblinear_svc_preprocessor:tol,libsvm_svc:C,libsvm_svc:class_weight,libsvm_svc:coef0,libsvm_svc:degree,libsvm_svc:gamma,libsvm_svc:kernel,libsvm_svc:max_iter,libsvm_svc:shrinking,libsvm_svc:tol,multinomial_nb:alpha,multinomial_nb:fit_prior,nystroem_sampler:coef0,nystroem_sampler:degree,nystroem_sampler:gamma,nystroem_sampler:kernel,nystroem_sampler:n_components,passive_aggresive:C,passive_aggresive:fit_intercept,passive_aggresive:loss,passive_aggresive:n_iter,pca:keep_variance,pca:whiten,preprocessor,proj_logit:max_epochs,qda:reg_param,qda:tol,random_forest:bootstrap,random_forest:criterion,random_forest:max_depth,random_forest:max_features,random_forest:max_leaf_nodes,random_forest:min_samples_leaf,random_forest:min_samples_split,random_forest:n_estimators,random_trees_embedding:max_depth,random_trees_embedding:max_leaf_nodes,random_trees_embedding:min_samples_leaf,random_trees_embedding:min_samples_split,random_trees_embedding:n_estimators,rescaling:strategy,ridge:alpha,ridge:fit_intercept,ridge:tol,select_percentile_classification:percentile,select_percentile_classification:score_func,select_rates:alpha,select_rates:mode,select_rates:score_func,sgd:alpha,sgd:epsilon,sgd:eta0,sgd:fit_intercept,sgd:l1_ratio,sgd:learning_rate,sgd:loss,sgd:n_iter,sgd:penalty,sgd:power_t,truncatedSVD:target_dim
1119,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,4.628027266668343,1,4,100,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1120,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,complete,382,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.8468906670221,auto,,,0.27868682723988125,rbf,-1,True,0.0005346115249907167,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1121,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.2350828654781,None,,,0.02812585144135491,rbf,-1,False,0.025646337525229868,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.37130587220820704,fpr,f_classif,,,,,,,,,,,
1122,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.9155217755237,None,,,0.016770244951457316,rbf,-1,True,0.0008941590009853446,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.14233958232935154,fpr,f_classif,,,,,,,,,,,
1123,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,1.9559210305987367,859,,,25.13432991792567,None,False,True,1,l2,ovr,l2,0.0045556585093993775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1124,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,False,gini,None,4.857451712051868,None,7,6,100,,,,,,none,,,,,,0.3017115244430224,fwe,f_classif,,,,,,,,,,,
1125,,,,,weighting,,,extra_trees,,,,,,,False,entropy,None,3.463341482309279,6,6,100,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.16188276017580722,fpr,f_classif,,,,,,,,,,,
1126,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,3.385129145710059,rbf,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,,,,,,,,,,,,,,,,,min/max,3.7420713475079166e-06,True,1.1940451939287313e-05,,,,,,,,,,,,,,,,
1127,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,1.2853530294116753,7718,,,16.342183107781665,None,False,True,1,l2,ovr,l2,0.0002853807647436927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1128,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,9.15955484873641,auto,False,True,1,l2,ovr,l2,0.024278055628161238,,,,,,,,,,,,,,,,,,,,,,,0.8292671604859507,rbf,666,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1129,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,0.9649867666940903,2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,0.012766417785606695,True,0.08419467565921643,,,,,,,,,,,,,,,,
1130,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0333766459201743,rbf,272,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,min/max,0.007196652050404274,True,0.014799228970396747,,,,,,,,,,,,,,,,
1131,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.833330387112327,rbf,175,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,min/max,0.00657057509180394,True,1.4572268091530889e-05,,,,,,,,,,,,,,,,
1132,,,,,weighting,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,1.4823644775152929,4915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,1.950087255304036e-06,,0.07524161881626754,True,0.5469038677336204,optimal,log,503,elasticnet,,
1133,SAMME.R,0.0178769496718284,3,421,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,none,,,,,,0.476395445521608,fpr,f_classif,,,,,,,,,,,
1134,SAMME.R,0.01894216051020373,3,335,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,none,,,,,,0.11254666704383097,fwe,f_classif,,,,,,,,,,,
1135,SAMME.R,0.09260229677172531,2,291,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,complete,342,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
1136,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,4.675287746587056,4,14,100,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,,,,min/max,,,,75.88779876454531,chi2,,,,,,,,,,,,,,
1137,SAMME.R,0.019255375130814753,3,305,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1138,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,4.27309347204756,rbf,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,,,,,,,,,,,,,,,,,min/max,0.011329831465514683,True,0.04127014621280996,,,,,,,,,,,,,,,,
1139,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,38.71072820989881,None,False,True,1,l2,ovr,l2,0.00014147216337008676,,,,,,,,,,,,,,,,,,,,,,,2.328364696922726,rbf,137,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1140,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,True,gini,None,3.8670208278642595,None,12,8,100,,,,,,min/max,,,,,,0.33777051797878915,fpr,chi2,,,,,,,,,,,
1141,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,complete,307,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,True,gini,None,4.889203761223001,None,9,8,100,,,,,,standard,,,,,,,,,,,,,,,,,,,
1142,,,,,weighting,,,extra_trees,,,,,,,False,entropy,None,2.508414687681784,8,4,100,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.054582825559050495,fpr,chi2,,,,,,,,,,,
1143,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,False,entropy,None,2.9944708886311475,10,6,100,,,,,,,,,,0.05506008616420254,6,3.6357451758035157,7,14,100,0.5058538585877878,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1144,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,False,gini,None,4.133347432989625,6,8,100,,,,,,,,,,0.18536975640530062,5,2.3917258902047323,8,19,100,0.7854274877221973,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1145,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,False,gini,None,4.569653838219887,12,20,100,,,,,,,,,,0.3170868241160546,3,3.3641639167169886,11,14,100,0.9497735180432828,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1146,SAMME.R,0.8274878445630124,7,374,weighting,,,adaboost,,,,,,,,,,,,,,False,entropy,None,3.821793535456982,19,12,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1147,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,False,entropy,None,1.0768100248496917,5,3,100,,,,,,,,,,0.1792204563687383,8,2.114673272758672,9,12,100,0.8031597628410014,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1148,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,1.5779748036625634,2,3,100,True,entropy,None,1.6068026389660188,3,8,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1149,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,True,entropy,None,2.419508085314577,18,10,100,,,,,,,,,,0.17279884894160227,4,3.757523284553367,11,2,100,0.9299686395591971,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1150,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,False,gini,None,0.9092070153613243,3,13,100,,,,,,,,,,0.14946997733723816,5,2.1523046990866908,9,2,100,0.48691026752535205,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1151,SAMME.R,0.28808842347695335,2,76,none,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,,,,min/max,,,,13.157573734116621,chi2,,,,,,,,,,,,,,
1152,SAMME.R,0.3820233509060885,1,441,none,,,adaboost,,,,,,,,,,,,,,True,gini,None,4.889458033654997,4,10,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
1153,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,3.5906265818564655,16,20,100,False,gini,None,3.208004819797198,7,19,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1154,,,,,weighting,,,extra_trees,,,,,,,False,entropy,None,2.8318097671236275,14,12,100,False,entropy,None,3.778107169528223,8,15,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1155,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.31932211477201955,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gem,,,,True,gini,None,2.5815985288175236,None,14,7,100,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1156,,,,,weighting,,,random_forest,,,,,,,,,,,,,,False,entropy,None,1.553291475000677,2,19,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,True,gini,None,1.386660156340428,None,15,3,100,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1157,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,2.2570983372451767,16,10,100,,,,,,,,,,,,euclidean,complete,76,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1158,,,,,weighting,,,extra_trees,,,,,,,True,gini,None,1.6821306705809125,11,10,100,False,gini,None,2.3914000031395473,7,18,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1159,,,,,weighting,,,extra_trees,,,,,,,False,entropy,None,2.9415998128930916,17,2,100,,,,,,,,,,,,euclidean,complete,322,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1160,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,3.666098319756791,12,16,100,False,entropy,None,3.8529944822211104,14,17,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1161,,,,,weighting,,,random_forest,,,,,,,,,,,,,,False,entropy,None,4.350820532677954,4,13,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,True,entropy,None,0.5612721744666795,None,17,6,100,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1162,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,0.8629414642267843,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,normalize,0.000624835831483278,True,0.004802817016089155,,,,,,,,,,,,,,,,
1163,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,1.5812475813405054,78,,,25.13432991792567,auto,False,True,1,l2,ovr,l2,0.005288868463321552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1164,,,,,weighting,,,extra_trees,,,,,,,True,gini,None,3.698394485866886,13,15,100,,,,,,,,deflation,cube,1846,False,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_ica,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1165,,,,,weighting,0.1424162736641362,True,bernoulli_nb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,,,,10,None,14,18,84,min/max,,,,,,,,,,,,,,,,,,,
1166,SAMME.R,0.04043528875456811,1,265,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6091079228778955,False,pca,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1167,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,1.3528372113697935,789,,,26.22630196523056,auto,False,True,1,l2,ovr,l2,0.020633122233766985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1168,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,4.44832485447154,12,14,100,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8535743429419558,False,pca,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1169,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,1.5067113468547841,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,0.08338977489705197,True,0.0006862544805339551,,,,,,,,,,,,,,,,
1170,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,0.8505561951240206,9895,,,0.31610107436659457,auto,False,True,1,l2,ovr,l2,0.001953102094737162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1171,SAMME.R,0.02626250209325086,1,398,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9079922056730514,True,pca,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1172,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,536.1294144988291,auto,False,True,1,l2,ovr,l2,5.0730961635895585e-05,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,normalize,0.0009852495731869715,True,0.0018863910397886883,,,,,,,,,,,,,,,,
1173,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,True,entropy,None,3.641901831437013,7,8,100,,,,,,,,,,0.3281820760836483,7,3.385277335069552,12,11,100,0.3861363555097042,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1174,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,False,gini,None,4.678711871366616,8,7,100,,,,,,,,,,0.07847637809316864,10,3.357682521690448,17,14,100,0.3374201631536154,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1175,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,True,entropy,None,1.633633956947986,2,20,100,,,,,,,,,,0.1716069013687041,3,1.7035278587852924,19,16,100,0.309785661000372,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1176,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,True,gini,None,1.0452723539629873,8,18,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.08001585523607,auto,,,1.1470398865201537,rbf,-1,False,0.041192206880322865,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1177,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,False,entropy,None,1.5268023661926957,8,11,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2414.752982115242,auto,,,0.6386266038771881,rbf,-1,True,4.387882347230154e-05,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1178,SAMME.R,0.14674417783660795,2,121,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.4848623150100751,fpr,f_classif,,,,,,,,,,,
1179,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,False,gini,None,0.9023476911088377,1,2,100,,,,,,,,,,0.14514107090752573,6,1.9507874709263113,4,18,100,0.3403767563787915,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
1180,,,,,none,,,extra_trees,,,,,,,False,entropy,None,4.494144640316054,5,5,100,True,entropy,None,2.031228091175476,9,19,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1181,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,True,gini,None,0.7490798533785545,16,20,100,,,,,,,,,,0.7041511114369038,10,3.129680569734532,15,2,100,0.5826656495303406,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
